CLEE,Id,Nombre,Razon_social,Clase_actividad,Estrato,Tipo_vialidad,Calle,Num_Exterior,Num_Interior,Colonia,CP,Ubicacion,Telefono,Correo_e,Sitio_internet,Tipo,Longitud,Latitud,CentroComercial,TipoCentroComercial,NumLocal,State
07101722219004011010000000S5,366837,TACOS Y GORDITAS MONARCAS MORELIA,,Restaurantes con servicio de preparación de antojitos,0 a 5 personas,CALLE,PRIMERA ORIENTE SUR,231,,SAN MARCOS,29043,"TUXTLA GUTIÉRREZ, Tuxtla Gutiérrez, CHIAPAS",,,,Fijo,-93.11548202,16.75234990,,,,Chiapas
07101722219012272001000000U3,6192523,RESTAURANTE LA CATEDRAL,,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,11 a 30 personas,AVENIDA,PRIMERA SUR ORIENTE,223,,SAN MARCOS,29043,"TUXTLA GUTIÉRREZ, Tuxtla Gutiérrez, CHIAPAS",,,,Fijo,-93.11539269,16.75251917,,,,Chiapas
07101722513000061001000000U0,420994,EL REY DEL SAZON EL HIDALGUESE RICAS QUESADILLAS,,Restaurantes con servicio de preparación de antojitos,6 a 10 personas,AVENIDA,TERCERA SUR PONIENTE,,,EL CALVARIO,29066,"TUXTLA GUTIÉRREZ, Tuxtla Gutiérrez, CHIAPAS",,,,Fijo,-93.11668432,16.75101183,,,,Chiapas
07101722518001902001000000U3,523231,COMIDA CHINA,,Restaurantes que preparan otro tipo de alimentos para llevar,0 a 5 personas,AVENIDA,CUARTA SUR PONIENTE,221,,EL CALVARIO,29066,"TUXTLA GUTIÉRREZ, Tuxtla Gutiérrez, CHIAPAS",,,,Fijo,-93.11804414,16.75039940,,,,Chiapas
07101722219004901000000000U7,366835,RESTAURANTE CABALLITO DE MAR,,Restaurantes con servicio de preparación de pescados y mariscos,0 a 5 personas,CALLE,PRIMERA ORIENTE SUR,241,,SAN MARCOS,29043,"TUXTLA GUTIÉRREZ, Tuxtla Gutiérrez, CHIAPAS",,,,Fijo,-93.11550604,16.75221643,,,,Chiapas
07101722212004901000000000U2,366193,TAQUERIA LOS DOS HERMANOS,,Restaurantes con servicio de preparación de tacos y tortas,0 a 5 personas,CALLE,SEGUNDA PONIENTE SUR,522,,BARRIO EL CALVARIO,29066,"TUXTLA GUTIÉRREZ, Tuxtla Gutiérrez, CHIAPAS",9616111823,,,Fijo,-93.11853681,16.75028970,,,,Chiapas
07101722513002221000000000S8,420886,QUESADILLAS EL HIDALGUENSE,,Restaurantes con servicio de preparación de antojitos,0 a 5 personas,CALLE,PRIMERA PONIENTE SUR,475,0,EL CALVARIO,29066,"TUXTLA GUTIÉRREZ, Tuxtla Gutiérrez, CHIAPAS",,,,Fijo,-93.11764114,16.75048073,,,,Chiapas
07101722514006731000000000U0,7667556,LAS TORTAS DEL PARQUE DE LA MARIMBA,,Restaurantes con servicio de preparación de tacos y tortas,0 a 5 personas,CALLE,OCTAVA PONIENTE NORTE,,,GUADALUPE,29000,"TUXTLA GUTIÉRREZ, Tuxtla Gutiérrez, CHIAPAS",,,,Fijo,-93.12274310,16.75562664,,,,Chiapas
07101722219009361000000000U9,368748,TAQUERIA SIN NOMBRE,,Restaurantes con servicio de preparación de tacos y tortas,0 a 5 personas,AVENIDA,TERCERA SUR PONIENTE,758,,EL CERRITO,29066,"TUXTLA GUTIÉRREZ, Tuxtla Gutiérrez, CHIAPAS",9616505110,,,Fijo,-93.12236279,16.75193920,,,,Chiapas
07101722219011272001000000U4,367964,TAQUERIA LA CHIAPANEQUITA,,Restaurantes con servicio de preparación de tacos y tortas,6 a 10 personas,AVENIDA,TERCERA SUR ORIENTE,39,39,SAN ROQUE,29066,"TUXTLA GUTIÉRREZ, Tuxtla Gutiérrez, CHIAPAS",9612184908,,,Fijo,-93.11656493,16.75099594,,,,Chiapas
07101722518003281000000000U0,7278297,ANTOJITOS DOÑA MARTITA,,Restaurantes que preparan otro tipo de alimentos para llevar,0 a 5 personas,AVENIDA,CUARTA NORTE PONIENTE,172,,SANTO DOMINGO,29000,"TUXTLA GUTIÉRREZ, Tuxtla Gutiérrez, CHIAPAS",9611598289,,,Fijo,-93.11628891,16.75710908,,,,Chiapas
07101722212001781000000000U1,461200,TORTERIA Y JUGUERIA LOS JAROCHOS,,Restaurantes con servicio de preparación de tacos y tortas,0 a 5 personas,CALLE,PRIMERA ORIENTE NORTE,4,,SAN MARCOS,29043,"TUXTLA GUTIÉRREZ, Tuxtla Gutiérrez, CHIAPAS",9611657363,,,Fijo,-93.11508428,16.75533380,,,,Chiapas
07101722219004241011000000U8,368749,CENADURIA LOS LIMONES,,Restaurantes con servicio de preparación de tacos y tortas,6 a 10 personas,AVENIDA,TERCERA SUR PONIENTE,768,,EL CERRITO,29066,"TUXTLA GUTIÉRREZ, Tuxtla Gutiérrez, CHIAPAS",,,,Fijo,-93.12244357,16.75194930,,,,Chiapas
07101722212009911010000000U6,461199,REFRESQUERIA Y COCINA AURORA,,Restaurantes que preparan otro tipo de alimentos para llevar,0 a 5 personas,CALLE,PRIMERA ORIENTE NORTE,2,,SAN MARCOS,29043,"TUXTLA GUTIÉRREZ, Tuxtla Gutiérrez, CHIAPAS",9613687857,,,Fijo,-93.11507176,16.75538300,,,,Chiapas
07101722518003871000000000U8,7347462,COCINA ECONOMICA SONIA,,Restaurantes que preparan otro tipo de alimentos para llevar,0 a 5 personas,AVENIDA,CUARTA SUR PONIENTE,611,,SAN PASCUALITO,29066,"TUXTLA GUTIÉRREZ, Tuxtla Gutiérrez, CHIAPAS",9612755647,,,Fijo,-93.12131205,16.75084216,,,,Chiapas
07101722514006951000000000U4,7668125,MAXIBURGUER,,"Restaurantes con servicio de preparación de pizzas, hamburguesas, hot dogs y pollos rostizados para llevar",0 a 5 personas,AVENIDA,CUARTA SUR PONIENTE,215,,EL CALVARIO,29066,"TUXTLA GUTIÉRREZ, Tuxtla Gutiérrez, CHIAPAS",,MAXIBURGUERTUXTLA@HOTMAIL.COM,,Fijo,-93.11769182,16.75034950,,,,Chiapas
07101722516000741000000000U0,7667608,MOMIAS BURGUERS MARIMBA,,"Restaurantes con servicio de preparación de pizzas, hamburguesas, hot dogs y pollos rostizados para llevar",0 a 5 personas,CALLE,OCTAVA PONIENTE NORTE,,,GUADALUPE,29000,"TUXTLA GUTIÉRREZ, Tuxtla Gutiérrez, CHIAPAS",,MOMIASBURGUER@GMAIL.COM,,Fijo,-93.12265176,16.75609009,,,,Chiapas
07101722518004371000000000U8,8615713,COCINA ECONOMICA SAN MARCOS,,Restaurantes que preparan otro tipo de alimentos para llevar,0 a 5 personas,CALLE,PRIMERA ORIENTE NORTE,321,,SAN MARCOS,29043,"TUXTLA GUTIÉRREZ, Tuxtla Gutiérrez, CHIAPAS",,,,Fijo,-93.11501589,16.75534876,,,,Chiapas
07101722513006181000000000U0,7457276,EMPANADAS VERACRUZANA,,Restaurantes con servicio de preparación de antojitos,0 a 5 personas,CALLE,OCTAVA PONIENTE SUR,220,,EL CERRITO,29066,"TUXTLA GUTIÉRREZ, Tuxtla Gutiérrez, CHIAPAS",,,,Fijo,-93.12314245,16.75350021,,,,Chiapas
07101722518002571000000000U5,461367,COCINA MARI,,Restaurantes que preparan otro tipo de alimentos para llevar,0 a 5 personas,CALLE,PRIMERA PONIENTE NORTE,524,,SANTO DOMINGO,29000,"TUXTLA GUTIÉRREZ, Tuxtla Gutiérrez, CHIAPAS",,,,Fijo,-93.11639560,16.75732075,,,,Chiapas
07101722516000831000000000U9,8615566,HAMBURGUESAS V&B BURGUER,,"Restaurantes con servicio de preparación de pizzas, hamburguesas, hot dogs y pollos rostizados para llevar",0 a 5 personas,CALLE,OCTAVA PONIENTE NORTE,332,,GUADALUPE,29000,"TUXTLA GUTIÉRREZ, Tuxtla Gutiérrez, CHIAPAS",,,,Fijo,-93.12263058,16.75619747,,,,Chiapas
07101722219010932000000000U4,366282,ANTOJITOS LAS COPAS,,Restaurantes con servicio de preparación de antojitos,0 a 5 personas,AVENIDA,TERCERA SUR ORIENTE,131,0,SAN ROQUE,29066,"TUXTLA GUTIÉRREZ, Tuxtla Gutiérrez, CHIAPAS",,,,Fijo,-93.11626442,16.75104675,,,,Chiapas
07101722517003793000000000U6,7229728,PALESMA PIZZAS ARGENTINAS,,"Restaurantes con servicio de preparación de pizzas, hamburguesas, hot dogs y pollos rostizados para llevar",11 a 30 personas,AVENIDA,SEGUNDA NORTE PONIENTE,855,,GUADALUPE,29000,"TUXTLA GUTIÉRREZ, Tuxtla Gutiérrez, CHIAPAS",9612781595,,,Fijo,-93.12248883,16.75651997,,,,Chiapas
07101722219011232010000000U8,458868,RESTAURANTE BAR LA COLMENA,,"Bares, cantinas y similares",0 a 5 personas,OTRO (ESPECIFIQUE),NINGUNO,438,0,BARRIO GUADALUPE,29000,"TUXTLA GUTIÉRREZ, Tuxtla Gutiérrez, CHIAPAS",9612040624,,,Fijo,-93.11853964,16.75826081,,,,Chiapas
07101722212002441010000000U1,368223,COMEDOR LA RANCHERITA,,Restaurantes que preparan otro tipo de alimentos para llevar,0 a 5 personas,CALLE,CENTRAL SUR,0,120,SAN ROQUE,29066,"TUXTLA GUTIÉRREZ, Tuxtla Gutiérrez, CHIAPAS",,,,Fijo,-93.11663806,16.75065471,JUAN SABINES,MERCADO PUBLICO,120,Chiapas
07101722212000901010000000U6,368239,COMEDOR GELY,,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,0 a 5 personas,CALLE,CENTRAL SUR,,,SAN ROQUE,29066,"TUXTLA GUTIÉRREZ, Tuxtla Gutiérrez, CHIAPAS",,,,Fijo,-93.11663927,16.75064871,JUAN SABINES,MERCADO PUBLICO,113,Chiapas
07101722219000241001000000U2,368095,MARISQUERIA EL DELFIN DE LUCIO,,Restaurantes con servicio de preparación de pescados y mariscos,6 a 10 personas,CALLE,CENTRAL SUR,,347,SAN ROQUE,29066,"TUXTLA GUTIÉRREZ, Tuxtla Gutiérrez, CHIAPAS",9616125352,,,Fijo,-93.11663927,16.75064871,JUAN SABINES,MERCADO PUBLICO,347 348 349,Chiapas
07101722518005201000000000U6,7470768,VENTA DE COMIDA SIN NOMBRE,,Restaurantes que preparan otro tipo de alimentos para llevar,0 a 5 personas,CALLE,CENTRAL SUR,,311,SAN ROQUE,29066,"TUXTLA GUTIÉRREZ, Tuxtla Gutiérrez, CHIAPAS",,,,Fijo,-93.11663927,16.75064871,JUAN SABINES,MERCADO PUBLICO,311,Chiapas
07101722212009151000000000U9,367968,COMEDOR LUCY,,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,0 a 5 personas,CALLE,CENTRAL SUR,0,124,SAN ROQUE,29066,"TUXTLA GUTIÉRREZ, Tuxtla Gutiérrez, CHIAPAS",,,,Fijo,-93.11663927,16.75064871,JUAN SABINES,MERCADO PUBLICO,124,Chiapas
07101722219007591000000000U3,368221,COMEDOR DELY,,Restaurantes con servicio de preparación de antojitos,0 a 5 personas,CALLE,CENTRAL SUR,0,114,SAN ROQUE,29066,"TUXTLA GUTIÉRREZ, Tuxtla Gutiérrez, CHIAPAS",,,,Fijo,-93.11663927,16.75064871,JUAN SABINES,MERCADO PUBLICO,114,Chiapas
07101722511001161000000000U1,420948,COMEDOR MARTA ELENA,,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,0 a 5 personas,CALLE,CENTRAL SUR,,106,SAN ROQUE,29066,"TUXTLA GUTIÉRREZ, Tuxtla Gutiérrez, CHIAPAS",,,,Fijo,-93.11663927,16.75064871,JUAN SABINES,MERCADO PUBLICO,106,Chiapas
07101722212005531010000000U6,368235,COMEDOR ESPERANCITA,,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,0 a 5 personas,CALLE,CENTRAL SUR,,,SAN ROQUE,29066,"TUXTLA GUTIÉRREZ, Tuxtla Gutiérrez, CHIAPAS",,,,Fijo,-93.11663927,16.75064871,JUAN SABINES,MERCADO PUBLICO,109,Chiapas
07101722219004351000000000U5,368120,VENTA DE ANTOJITOS MARY,,Restaurantes con servicio de preparación de antojitos,0 a 5 personas,CALLE,CENTRAL SUR,,300,SAN ROQUE,29066,"TUXTLA GUTIÉRREZ, Tuxtla Gutiérrez, CHIAPAS",9615804224,,,Fijo,-93.11663927,16.75064871,JUAN SABINES,MERCADO PUBLICO,300 301,Chiapas
07101722212008351010000000U6,368238,COMEDOR LUCERITO,,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,0 a 5 personas,CALLE,CENTRAL SUR,,112,SAN ROQUE,29066,"TUXTLA GUTIÉRREZ, Tuxtla Gutiérrez, CHIAPAS",,,,Fijo,-93.11663927,16.75064871,JUAN SABINES,MERCADO PUBLICO,112,Chiapas
07101722212002751000000000U3,368236,COMEDOR LA COSTEÑITA,,Restaurantes con servicio de preparación de antojitos,0 a 5 personas,CALLE,CENTRAL SUR,,110,SAN ROQUE,29066,"TUXTLA GUTIÉRREZ, Tuxtla Gutiérrez, CHIAPAS",,,,Fijo,-93.11663927,16.75064871,JUAN SABINES,MERCADO PUBLICO,110,Chiapas
07101722219009581000000000U2,368042,VENTA DE EMPANADAS Y TACOS SIN NOMBRE,,Restaurantes con servicio de preparación de tacos y tortas,0 a 5 personas,CALLE,CENTRAL SUR,,447,SAN ROQUE,29066,"TUXTLA GUTIÉRREZ, Tuxtla Gutiérrez, CHIAPAS",,,,Fijo,-93.11663927,16.75064871,JUAN SABINES,MERCADO PUBLICO,447  448  449,Chiapas
07101722219001811001000000U1,368104,COKTELERIA Y MARISQUERIA EL SUBMARINO AMARILLO,,Restaurantes con servicio de preparación de pescados y mariscos,6 a 10 personas,CALLE,CENTRAL SUR,,332,SAN ROQUE,29066,"TUXTLA GUTIÉRREZ, Tuxtla Gutiérrez, CHIAPAS",9616131023,,,Fijo,-93.11663927,16.75064871,JUAN SABINES,MERCADO PUBLICO,332 -333,Chiapas
07101722212004571000000000U3,368224,COMEDOR ROSY,,Restaurantes que preparan otro tipo de alimentos para llevar,0 a 5 personas,CALLE,CENTRAL SUR,,121,SAN ROQUE,29066,"TUXTLA GUTIÉRREZ, Tuxtla Gutiérrez, CHIAPAS",,,,Fijo,-93.11663927,16.75064871,JUAN SABINES,MERCADO PUBLICO,121,Chiapas
07101722513003501000000000U2,368233,COMEDOR LAS FLORES,,Restaurantes con servicio de preparación de antojitos,0 a 5 personas,CALLE,CENTRAL SUR,,105,SAN ROQUE,29066,"TUXTLA GUTIÉRREZ, Tuxtla Gutiérrez, CHIAPAS",,,,Fijo,-93.11663927,16.75064871,JUAN SABINES,MERCADO PUBLICO,105,Chiapas
07101722219011902001000000U6,368094,TAQUERIA PEGALLO,,Restaurantes con servicio de preparación de tacos y tortas,6 a 10 personas,CALLE,CENTRAL SUR,,,SAN ROQUE,29066,"TUXTLA GUTIÉRREZ, Tuxtla Gutiérrez, CHIAPAS",,,,Fijo,-93.11663927,16.75064871,JUAN SABINES,MERCADO PUBLICO,345 Y 346,Chiapas
07101722219009171000000000U2,368232,COMEDORES LUPITA,,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,0 a 5 personas,CALLE,CENTRAL SUR,,103,SAN ROQUE,29066,"TUXTLA GUTIÉRREZ, Tuxtla Gutiérrez, CHIAPAS",,,,Fijo,-93.11663927,16.75064871,JUAN SABINES,MERCADO PUBLICO,103- 104,Chiapas
07101722219002291000000000U5,368225,FONDA MALUYE,,Restaurantes que preparan otro tipo de alimentos para llevar,0 a 5 personas,CALLE,CENTRAL SUR,0,122,SAN ROQUE,29066,"TUXTLA GUTIÉRREZ, Tuxtla Gutiérrez, CHIAPAS",,,,Fijo,-93.11663927,16.75064871,JUAN SABINES,MERCADO PUBLICO,122,Chiapas
07101722511001211000000000U4,420930,COMEDOR ANITA,,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,0 a 5 personas,CALLE,CENTRAL SUR,0,123,SAN ROQUE,29066,"TUXTLA GUTIÉRREZ, Tuxtla Gutiérrez, CHIAPAS",,,,Fijo,-93.11663927,16.75064871,JUAN SABINES,MERCADO PUBLICO,123,Chiapas
07101722219002341000000000U8,368140,COCKTELERIA Y MARISQUERIA EL TIBURON,,Restaurantes con servicio de preparación de pescados y mariscos,0 a 5 personas,CALLE,CENTRAL SUR,,245,SAN ROQUE,29066,"TUXTLA GUTIÉRREZ, Tuxtla Gutiérrez, CHIAPAS",,,,Fijo,-93.11663927,16.75064871,JUAN SABINES,MERCADO PUBLICO,244 245,Chiapas
07101722212003421000000000U2,368234,COMEDOR ARY,,Restaurantes que preparan otro tipo de alimentos para llevar,0 a 5 personas,CALLE,CENTRAL SUR,,107,SAN ROQUE,29066,"TUXTLA GUTIÉRREZ, Tuxtla Gutiérrez, CHIAPAS",,,,Fijo,-93.11663927,16.75064871,JUAN SABINES,MERCADO PUBLICO,107- 108,Chiapas
07101722212008871000000000U3,368237,COMEDOR AZUCENA,,Restaurantes con servicio de preparación de antojitos,0 a 5 personas,CALLE,CENTRAL SUR,,111,SAN ROQUE,29066,"TUXTLA GUTIÉRREZ, Tuxtla Gutiérrez, CHIAPAS",,,,Fijo,-93.11663927,16.75064871,JUAN SABINES,MERCADO PUBLICO,111,Chiapas
07101722514008961000000000U1,8008226,TAQUERIA DON CHICO,,Restaurantes con servicio de preparación de tacos y tortas,0 a 5 personas,CALLE,CENTRAL SUR,,,SAN ROQUE,29066,"TUXTLA GUTIÉRREZ, Tuxtla Gutiérrez, CHIAPAS",9617094317,,,Fijo,-93.11663927,16.75064871,JUAN SABINES,MERCADO PUBLICO,84 86,Chiapas
07101722212002621000000000U8,368222,COMEDOR GABY,,Restaurantes con servicio de preparación de antojitos,0 a 5 personas,CALLE,CENTRAL SUR,0,118,SAN ROQUE,29066,"TUXTLA GUTIÉRREZ, Tuxtla Gutiérrez, CHIAPAS",,,,Fijo,-93.11663927,16.75064871,JUAN SABINES,MERCADO PUBLICO,118- 119,Chiapas
07101722219010892000000000U0,458623,RESTAURANTE EL PATIO,,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,6 a 10 personas,CALLE,OCTAVA PONIENTE NORTE,251,,GUADALUPE,29000,"TUXTLA GUTIÉRREZ, Tuxtla Gutiérrez, CHIAPAS",9616122960,GERENTEPATIO@HOTMAIL.COM,WWW.ELPATIORESTAURAN.COM,Fijo,-93.12269734,16.75634318,,,,Chiapas
07101722110002173001047691S6,366105,LA TORTA VAQUERA,LA TORTA VAQUERA DEL SURESTE SA DE CV,Restaurantes con servicio de preparación de tacos y tortas,0 a 5 personas,AVENIDA,PRIMERA SUR ORIENTE,,7,SAN ROQUE,29066,"TUXTLA GUTIÉRREZ, Tuxtla Gutiérrez, CHIAPAS",9616132094,,,Fijo,-93.11497174,16.75255744,EDIFICIO PLAZA,EDIFICIO COMERCIAL Y DE SERVICIOS,7,Chiapas
07101722219010792000000000U2,366106,ARRACHERON,,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,0 a 5 personas,AVENIDA,PRIMERA SUR ORIENTE,,6,SAN ROQUE,29066,"TUXTLA GUTIÉRREZ, Tuxtla Gutiérrez, CHIAPAS",,EDUARDO_SANCHEZ_GUTIERREZ@HOTMAIL.COM,,Fijo,-93.11497174,16.75255744,EDIFICIO PLAZA,EDIFICIO COMERCIAL Y DE SERVICIOS,6,Chiapas
07101722518006351000000000U8,8008115,COCINA ECONOMICA SAN MARCOS,,Restaurantes que preparan otro tipo de alimentos para llevar,0 a 5 personas,AVENIDA,PRIMERA SUR ORIENTE,,,SAN ROQUE,29066,"TUXTLA GUTIÉRREZ, Tuxtla Gutiérrez, CHIAPAS",,,,Fijo,-93.11497174,16.75255744,EDIFICIO PLAZA,EDIFICIO COMERCIAL Y DE SERVICIOS,SN,Chiapas
07101722511003541000000000U2,7667725,EL CUARTEL DE ZAPATA,,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,0 a 5 personas,CALLE,OCTAVA PONIENTE NORTE,257,,GUADALUPE,29000,"TUXTLA GUTIÉRREZ, Tuxtla Gutiérrez, CHIAPAS",,,,Fijo,-93.12268712,16.75639502,,,,Chiapas
07101722412002821001000000U0,366280,RESTAURANTE EL TURULO,,"Bares, cantinas y similares",6 a 10 personas,CALLE,PRIMERA ORIENTE SUR,358,358,SAN ROQUE,29066,"TUXTLA GUTIÉRREZ, Tuxtla Gutiérrez, CHIAPAS",9611006605,,,Fijo,-93.11575411,16.75131045,,,,Chiapas
07101722511003411000000000U8,7347565,FONDA LOS JARRONES,,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,0 a 5 personas,AVENIDA,SEGUNDA SUR PONIENTE,0,0,EL CERRITO,29066,"TUXTLA GUTIÉRREZ, Tuxtla Gutiérrez, CHIAPAS",9612688104,KARLITAYARETSY@GMAIL.COM,,Fijo,-93.12315969,16.75279860,,,,Chiapas
07101722514008151000000000U9,8265023,VENTA DE TACOS LA TAKIZA,,Restaurantes con servicio de preparación de tacos y tortas,0 a 5 personas,AVENIDA,TERCERA SUR PONIENTE,,,EL CERRITO,29066,"TUXTLA GUTIÉRREZ, Tuxtla Gutiérrez, CHIAPAS",,,,Fijo,-93.12280335,16.75199434,,,,Chiapas
07101722518005361000000000U8,8264969,COCINA ECONOMICA SIN NOMBRE,,Restaurantes que preparan otro tipo de alimentos para llevar,0 a 5 personas,AVENIDA,CUARTA SUR PONIENTE,0,0,LAS CANOITAS,29066,"TUXTLA GUTIÉRREZ, Tuxtla Gutiérrez, CHIAPAS",9613358122,,,Fijo,-93.12195357,16.75092899,,,,Chiapas
07101722513008742000000000U7,8008172,JAIMITO TACOS Y GORDITAS,,Restaurantes con servicio de preparación de antojitos,6 a 10 personas,AVENIDA,PRIMERA SUR ORIENTE,176,,SAN ROQUE,29066,"TUXTLA GUTIÉRREZ, Tuxtla Gutiérrez, CHIAPAS",,,,Fijo,-93.11483279,16.75254067,,,,Chiapas
07101722518005671000000000U0,7160757,COCINA BLANQUITA,,Restaurantes que preparan otro tipo de alimentos para llevar,0 a 5 personas,AVENIDA,QUINTA SUR PONIENTE,476,0,CENTRO,29066,"TUXTLA GUTIÉRREZ, Tuxtla Gutiérrez, CHIAPAS",9613870063,,,Fijo,-93.12017650,16.74996959,,,,Chiapas
07101722513006802000000000U1,8798129,VAMPI QUESAS EL GIGANTE VENTA DE QUESADILLAS,,Restaurantes con servicio de preparación de antojitos,6 a 10 personas,CALLE,SEGUNDA ORIENTE SUR,114,,SAN ROQUE,29066,"TUXTLA GUTIÉRREZ, Tuxtla Gutiérrez, CHIAPAS",9611135113,EBERH5428@GMAIL.COM,,Fijo,-93.11454567,16.75331818,,,,Chiapas
07101722110000201000000000U7,6192495,RESTAUANTE EL JARDIN,,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,0 a 5 personas,CALLE,SEGUNDA ORIENTE SUR,114,,SAN ROQUE,29066,"TUXTLA GUTIÉRREZ, Tuxtla Gutiérrez, CHIAPAS",,,,Fijo,-93.11455789,16.75325447,,,,Chiapas
07101722512001121000000000U3,7160374,COCKTELERIA LA JAIBITA,,Restaurantes con servicio de preparación de pescados y mariscos,0 a 5 personas,AVENIDA,QUINTA SUR PONIENTE,590,0,SAN PASCUALITO,29066,"TUXTLA GUTIÉRREZ, Tuxtla Gutiérrez, CHIAPAS",9612049776,,,Fijo,-93.12046111,16.75000660,,,,Chiapas
07101722219012652001000000U6,366104,LA ANTIGUA FONDA DE LA ABUELA,,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,0 a 5 personas,CALLE,SEGUNDA ORIENTE SUR,182,,SAN ROQUE,29066,"TUXTLA GUTIÉRREZ, Tuxtla Gutiérrez, CHIAPAS",9616127663,,,Fijo,-93.11466297,16.75270641,,,,Chiapas
07101722511004401000000000U8,7160325,RESTAURANT BAR LOS GLADIADORES,,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,0 a 5 personas,CALLE,CUARTA PONIENTE SUR,0,0,SAN PASCUALITO,29066,"TUXTLA GUTIÉRREZ, Tuxtla Gutiérrez, CHIAPAS",,,,Fijo,-93.12038206,16.74992185,,,,Chiapas
07101722212008721001000000S0,469996,GRINGOS CHICKEN,,"Restaurantes con servicio de preparación de pizzas, hamburguesas, hot dogs y pollos rostizados para llevar",6 a 10 personas,CALLE,SEGUNDA ORIENTE SUR,113,,SAN ROQUE,29066,"TUXTLA GUTIÉRREZ, Tuxtla Gutiérrez, CHIAPAS",,,,Fijo,-93.11447460,16.75319135,,,,Chiapas
07101722517004841000000000U2,8113126,RESTAURANT CRAZY WINGS,,"Restaurantes con servicio de preparación de pizzas, hamburguesas, hot dogs y pollos rostizados para llevar",0 a 5 personas,AVENIDA,TERCERA SUR PONIENTE,858,0,EL CERRITO,29066,"TUXTLA GUTIÉRREZ, Tuxtla Gutiérrez, CHIAPAS",9611557856,,,Fijo,-93.12308222,16.75202922,,,,Chiapas
07101722511002932000000000U4,7218997,CAFETERIA EL QUINTAL,,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,6 a 10 personas,CALLE,SEGUNDA ORIENTE NORTE,116,0,SAN MARCOS,29043,"TUXTLA GUTIÉRREZ, Tuxtla Gutiérrez, CHIAPAS",,CAFEQUINTAL11@GMAIL.COM,,Fijo,-93.11439275,16.75359485,,,,Chiapas
07101722514000761000000000U3,461537,TAQUERIA CHANO Y CHON,,Restaurantes con servicio de preparación de tacos y tortas,0 a 5 personas,CALLE,SEGUNDA ORIENTE NORTE,116,0,SAN MARCOS,29043,"TUXTLA GUTIÉRREZ, Tuxtla Gutiérrez, CHIAPAS",,,,Fijo,-93.11438090,16.75365135,,,,Chiapas
07101722518006602000000000U4,8266160,COCINA ECONOMICA FRUTY JUGOSO,,Restaurantes que preparan otro tipo de alimentos para llevar,6 a 10 personas,CALLE,SEGUNDA ORIENTE SUR,187,,SAN ROQUE,29066,"TUXTLA GUTIÉRREZ, Tuxtla Gutiérrez, CHIAPAS",,MARIAJOSE.VELAZQUEZMARTINEZ@YAHOO.COM.MX,,Fijo,-93.11452451,16.75293085,,,,Chiapas
07101722513006371000000000U7,7668028,LAS MATAMARIDOS,,Restaurantes con servicio de preparación de antojitos,0 a 5 personas,AVENIDA,PRIMERA SUR PONIENTE,923,,EL CERRITO,29066,"TUXTLA GUTIÉRREZ, Tuxtla Gutiérrez, CHIAPAS",9616581874,,,Fijo,-93.12363077,16.75371456,,,,Chiapas
07101722219011982000000000U8,367942,TAQUERIA LA ESQUINA DEL MERCADO,,Restaurantes con servicio de preparación de tacos y tortas,0 a 5 personas,AVENIDA,CUARTA SUR ORIENTE,502,502,SAN ROQUE,29066,"TUXTLA GUTIÉRREZ, Tuxtla Gutiérrez, CHIAPAS",,,,Fijo,-93.11667600,16.75026645,,,,Chiapas
07101722511000053001000000U1,421410,RESTAURANTE BAR CAFETERIA MARIA BONITA,OPERADORA DE ALIMENTOS LA VERBENA SA DE CV,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,0 a 5 personas,AVENIDA,PRIMERA NORTE PONIENTE,944,,GUADALUPE,29000,"TUXTLA GUTIÉRREZ, Tuxtla Gutiérrez, CHIAPAS",,,,Fijo,-93.12326816,16.75595176,,,,Chiapas
07101722219004891000000000U0,461176,TAQUERIA YESSI,,Restaurantes con servicio de preparación de tacos y tortas,0 a 5 personas,CALLE,SEGUNDA ORIENTE NORTE,5,,SAN MARCOS,29043,"TUXTLA GUTIÉRREZ, Tuxtla Gutiérrez, CHIAPAS",,,,Semifijo,-93.11435594,16.75451041,,,,Chiapas
